Tenure,MonthlyCharge,Bandwidth_GB_Year,Contacts,Yearly_equip_failure,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_No,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Techie_Yes
1.722680046,142.515576,457.8089454,1,0,False,False,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False
57.94661,117.4858,4992.327344,2,0,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False
69.97238,245.147,6854.114445,2,0,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False
10.65198,232.624,1855.20004,0,0,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True
2.54348,137.4836,933.5522742,2,1,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
10.45843,197.4945,1240.211719,2,0,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,True
9.38517,255.1555,1461.269401,0,1,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False
64.38615,127.4421,5980.119936,0,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True
2.988653862,152.495236,571.3635369,2,0,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,False,True
61.4943,242.6281,5774.455432,0,0,False,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False
53.90815,104.9643,4996.04596,2,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2.865504,187.6094,1123.372604,2,0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
71.12356,139.9678,6239.882195,2,0,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
70.95714,162.4538,6557.961131,0,0,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False
9.44860885,217.470195,1243.779967,2,0,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False
13.67733,152.4798,1427.811261,2,1,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
71.45086,134.9801,5917.693418,2,0,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False
58.40629,182.447,5179.837965,1,1,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True
3.543665,149.9447,1121.849069,1,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True
16.11472911,92.455141,2156.405261,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4.24454,107.4958,912.2540105,1,1,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
6.311363,169.9378,874.5896088,2,0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3.896108,179.9794,729.6672295,0,0,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False
42.19555,162.447,4434.823362,0,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
56.53633,114.9838,4814.158709,0,0,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False
10.04672315,114.983787,980.9935923,2,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True
5.522376826,174.975543,737.8564608,1,0,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False
62.67099,169.9378,5341.756379,0,1,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False
48.87162,152.4884,4648.662738,0,0,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False
47.47601,277.6513,4693.458553,0,1,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True
63.56661,172.5104,5556.021088,1,0,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False
8.268405,152.4884,1039.380833,1,0,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False
8.098851806,162.493654,1152.968935,0,1,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False
59.6293,187.656,5541.635777,1,0,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False
10.54165852,200.132293,1773.915003,3,0,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
54.28874,204.9634,4903.899257,1,1,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False
41.3275,287.6427,4147.013836,2,0,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True
55.44991,207.4811,5052.572623,0,0,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
4.071312509,192.470522,693.1317301,0,0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
52.69603,142.4827,5169.811527,1,0,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True
57.49209,129.9778,5646.886372,2,0,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
4.148103,124.9781,296.0266799,0,0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
43.51717,147.4421,3812.770109,1,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
66.80646,114.9509,6174.314028,3,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
61.46682,92.5018,5244.329034,1,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
6.739405,245.175,1344.476361,1,1,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,False
51.19372,94.97283,4734.546819,2,0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2.763224,197.4725,1151.98874,2,0,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
49.19446,127.525,4355.447904,2,1,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False
11.21716,159.9794,1528.092146,0,0,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True
9.637159,202.6829,1639.666431,1,1,False,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False
3.784962992,200.132293,1341.595521,0,0,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True
5.705638,159.9875,602.0049206,0,0,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False
16.57839,124.9607,1771.850524,3,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
64.67959,242.6573,5994.368564,0,1,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True
61.85574,204.9496,5511.102916,0,0,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False
5.506063,192.4705,860.1917234,1,0,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
48.15455,164.9889,4368.424816,1,0,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False
41.60875,220.1615,4086.565,1,0,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True
70.61283,149.9483,6127.671061,0,0,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False
4.762508,104.9629,732.1459678,0,0,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False
70.66353,230.1051,6316.470196,0,0,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False
61.49459,129.995,5265.014414,2,1,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
5.638782,184.9853,932.7790894,2,0,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False
21.1307851,137.487242,1807.178649,3,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
7.604093453,162.482694,844.8711719,0,0,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True
10.40415,127.5067,1277.028074,1,0,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False
8.634921784,207.49737,1270.22182,2,1,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False
5.970269701,169.944668,966.6292325,1,0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
44.75964,127.4601,4170.169733,0,0,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
46.84079,172.4733,4183.300117,0,0,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False
57.44027,245.1612,5385.186807,1,0,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False
70.54256,169.9447,6042.727068,0,1,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
66.08159,235.1417,6457.917933,0,0,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False
51.39351,162.5007,4668.189279,0,1,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False
56.37162,174.9755,5075.816829,1,1,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False
5.78844751,117.468591,962.0380085,1,2,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
64.26003,202.4433,5732.940723,1,0,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False
4.439685675,214.952509,750.8768234,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False
64.17582,159.9642,5623.598666,0,0,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
69.03568,182.4608,6105.932857,0,3,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False
2.002856,222.65,729.4156023,1,0,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False
4.899337,162.4538,1125.779521,2,1,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False
13.19063,162.4833,2119.656047,0,0,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False
14.40435,137.4836,2060.606368,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
63.15946,149.9776,5417.867266,0,0,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
12.03278,169.9741,1279.680473,2,0,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False
29.70527547,164.967019,3293.015758,0,1,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True
7.957264,242.6435,1194.31166,4,0,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False
71.58111,147.4893,6001.860392,0,0,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False
70.30403,147.4421,6069.194377,1,0,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False
3.820262172,287.642733,1115.476658,2,1,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True
64.28134,210.127,5975.890408,0,0,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True
66.4055,235.1555,6631.578565,0,1,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False
71.82846,174.9618,6399.072403,2,1,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True
63.71108,242.6326,5788.852546,0,0,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False
68.80222,232.652,6416.029238,1,0,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False
14.87120712,152.44408,2021.782055,0,1,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
45.84265,102.4746,3971.685185,2,0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
60.45443,172.4579,5453.05668,1,0,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False
64.61766,227.4754,5693.466496,1,0,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False
62.23897,139.9512,5806.10196,1,1,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
44.25204,182.4608,3965.422778,3,1,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False
45.96907,124.9935,4043.335333,0,0,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False
62.58644,182.4538,5372.192462,2,0,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True
68.32444,137.4684,5914.162068,0,0,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False
52.64455,139.9568,4571.4966,0,0,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
60.11333,235.1417,5887.65047,1,0,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False
66.46085,95.00571,5564.666753,0,0,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
1.846161288,79.978861,333.3304389,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
11.85169,162.4526,1455.55459,3,1,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False
58.51928,164.9647,5868.506672,1,0,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False
57.7475,179.9476,5097.174241,0,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
14.02310297,204.961033,1669.613093,1,1,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False
52.56232,175.1331,4696.683851,3,0,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False
8.850426839,119.95684,1456.887443,0,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
60.22359,210.1518,5637.867429,2,0,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False
57.24323,139.9349,5607.361744,2,0,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
11.36757,210.1051,1915.881708,0,0,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
12.96208301,129.99153,1848.639719,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False
63.28097,114.9728,5414.545503,0,1,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
63.59084,184.9634,6171.94132,2,0,True,False,False,False,True,True,False,True,True,False,True,False,True,False,False,True,False
61.91109,215.1591,6092.04938,2,0,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False
3.83138,162.5007,538.9921729,1,1,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False
14.45396,117.4835,1684.339812,0,1,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False
58.12044,240.1149,5292.78252,1,2,True,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False
69.27282,210.1051,6708.539556,2,0,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False
13.85488928,222.628057,2138.107161,1,0,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False
70.97645,112.4551,5781.732,2,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
69.39129,114.9658,5932.111783,1,0,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
65.19899,129.9926,5640.220209,0,0,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False
44.72241,175.0062,4382.473953,0,0,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False
10.98841039,169.967067,1267.471074,0,1,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False
13.09678,139.9816,1596.175795,1,1,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False
2.447649309,149.97755,660.0908173,2,1,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False
3.443373,137.4392,441.303964,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
4.06047424,210.156274,1173.76564,1,0,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False
40.76616,184.9963,3832.149233,2,1,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True
3.817742,152.466,506.3292263,2,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False
51.58472,149.9598,4489.267692,0,0,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
6.816014,257.6375,1799.882577,2,0,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False
15.51194,222.65,2196.073405,1,0,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False
61.96895,204.9496,5474.602288,1,0,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True
4.672608309,129.959755,1093.673208,0,0,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False
64.85756,162.4608,6135.9085,0,0,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False
68.93162,164.967,6623.719418,0,0,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True
3.985217,149.9915,583.5711218,2,2,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False
47.60481,275.1336,4546.718887,1,0,False,False,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False
7.733033,149.9483,1099.299416,1,1,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
54.41951,149.9621,4950.374878,0,1,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
65.52,192.4885,5714.467771,2,1,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False
41.93978,245.1457,4138.249014,1,1,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False
61.32712,142.4855,5431.697734,2,0,False,False,False,True,True,False,True,True,False,True,True,False,True,False,True,False,False
58.20259,160.0122,5218.302234,1,0,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False
8.573785357,220.132293,1218.124487,1,0,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False
8.980916,222.6326,1931.414865,0,0,False,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,False
7.458099,172.4871,1065.848768,1,1,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False
7.218929,217.4725,1144.50246,2,1,False,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True
4.116596,157.4836,600.3283664,0,0,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
14.53027663,220.118516,1637.201426,0,1,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,False,False
67.87033,182.4608,5964.398265,2,0,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False
28.93788212,124.97808,2580.979643,2,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
21.52164,159.9349,2150.01852,0,1,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
71.4064,202.4433,6400.696695,2,0,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False
14.93006551,107.48056,1727.703167,0,1,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
